"","V1","Subject","Age","Handedness","Sex","Condition","Cond_order","Dailyusage","Socialapps","Vision","date","set_size","correct_answer","response_time","response_timed_out","target_present","pressed_key"
"1795",1795,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.198576042207012,FALSE,FALSE,"m"
"1796",1796,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",18,1,0.111131345593879,FALSE,TRUE,"x"
"1797",1797,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.112734201539945,FALSE,TRUE,"x"
"1798",1798,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.141941798779362,FALSE,FALSE,"m"
"1799",1799,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.144969415566375,FALSE,TRUE,"x"
"1800",1800,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",18,1,0.455923469103095,FALSE,FALSE,"m"
"1801",1801,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.141763703674244,FALSE,FALSE,"m"
"1802",1802,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.0915408840308557,FALSE,TRUE,"x"
"1803",1803,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,0,0.290473116448105,FALSE,FALSE,"m"
"1804",1804,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",18,0,0.239359821279125,FALSE,TRUE,"x"
"1805",1805,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,1,0.283883597558724,FALSE,FALSE,"m"
"1806",1806,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",18,1,0.105254207124972,FALSE,TRUE,"x"
"1807",1807,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.165628447760109,FALSE,FALSE,"m"
"1808",1808,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,1,0.153339885506939,FALSE,TRUE,"x"
"1809",1809,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,0,0.0940342155025133,FALSE,TRUE,"x"
"1810",1810,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.097061832289526,FALSE,TRUE,"x"
"1811",1811,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,0,0.0972399273946444,FALSE,TRUE,"x"
"1812",1812,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",18,1,0.185397004428251,FALSE,TRUE,"x"
"1813",1813,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.127338000159653,FALSE,TRUE,"x"
"1814",1814,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,1,0.117542769378142,FALSE,TRUE,"x"
"1815",1815,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,1,0.079074226672568,FALSE,TRUE,"x"
"1816",1816,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.204453180675919,FALSE,FALSE,"m"
"1817",1817,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",6,1,0.118255149798615,FALSE,FALSE,"m"
"1818",1818,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,1,0.0908285036103822,FALSE,TRUE,"x"
"1819",1819,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,1,0.221728405872404,FALSE,FALSE,"m"
"1820",1820,"131d545c",19,"R","Male","Phone absent","1st","more than 3 hours",">3","Regular (slight condition)","2021-08-12_11h58.28.889",12,1,0.248620766745281,FALSE,FALSE,"m"
"1821",1821,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",NA,1,NA,NA,NA,""
"1822",1822,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,0,0.333661179439316,FALSE,FALSE,"m"
"1823",1823,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.18461338596573,FALSE,TRUE,"x"
"1824",1824,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,0,0.369582962141696,FALSE,FALSE,"m"
"1825",1825,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.194052426537005,FALSE,TRUE,"x"
"1826",1826,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.336688796226328,FALSE,FALSE,"m"
"1827",1827,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.250009908565205,FALSE,FALSE,"m"
"1828",1828,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.136901707304511,FALSE,TRUE,"x"
"1829",1829,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.253037525352218,FALSE,FALSE,"m"
"1830",1830,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,0,0.135013899190256,FALSE,TRUE,"x"
"1831",1831,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.14792579431134,FALSE,FALSE,"m"
"1832",1832,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.174889393226265,FALSE,TRUE,"x"
"1833",1833,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.129101141700326,FALSE,TRUE,"x"
"1834",1834,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.128068190090639,FALSE,TRUE,"x"
"1835",1835,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.154693408305839,FALSE,FALSE,"x"
"1836",1836,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.319716332708545,FALSE,TRUE,"x"
"1837",1837,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.399485130291075,FALSE,TRUE,"m"
"1838",1838,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.70855137571354,FALSE,FALSE,"m"
"1839",1839,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,0,0.161247308174196,FALSE,TRUE,"x"
"1840",1840,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.414890356883816,FALSE,FALSE,"m"
"1841",1841,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.293358257151023,FALSE,FALSE,"m"
"1842",1842,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.245504102405709,FALSE,FALSE,"m"
"1843",1843,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.390829708182321,FALSE,FALSE,"m"
"1844",1844,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.249083814018589,FALSE,FALSE,"m"
"1845",1845,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.373020197670481,FALSE,TRUE,"x"
"1846",1846,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.357632780588252,FALSE,TRUE,"x"
"1847",1847,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,0,0.401782557147102,FALSE,TRUE,"x"
"1848",1848,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,0,0.134212471217224,FALSE,TRUE,"x"
"1849",1849,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,0,0.288175689592077,FALSE,FALSE,"m"
"1850",1850,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.258700949694983,FALSE,TRUE,"x"
"1851",1851,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.15054379235658,FALSE,TRUE,"x"
"1852",1852,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,0,0.24251210463972,FALSE,TRUE,"x"
"1853",1853,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.298344920094338,FALSE,TRUE,"x"
"1854",1854,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,0,0.118290768819639,FALSE,TRUE,"x"
"1855",1855,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.106857063071038,FALSE,TRUE,"x"
"1856",1856,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.23273468336872,FALSE,TRUE,"x"
"1857",1857,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.163794068177389,FALSE,FALSE,"m"
"1858",1858,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.309618340248332,FALSE,FALSE,"m"
"1859",1859,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,0,0.345308599314059,FALSE,FALSE,"m"
"1860",1860,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.117934578609402,FALSE,TRUE,"x"
"1861",1861,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.125806382255635,FALSE,TRUE,"x"
"1862",1862,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.158255310408207,FALSE,TRUE,"x"
"1863",1863,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,0,0.310580053815971,FALSE,TRUE,"x"
"1864",1864,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.146109224239132,FALSE,TRUE,"x"
"1865",1865,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.335459940001011,FALSE,FALSE,"m"
"1866",1866,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,0,0.4011770337897,FALSE,TRUE,"m"
"1867",1867,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.482032211513452,FALSE,FALSE,"m"
"1868",1868,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.431435392149315,FALSE,FALSE,"m"
"1869",1869,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.205771084453795,FALSE,FALSE,"m"
"1870",1870,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.42025101954788,FALSE,FALSE,"m"
"1871",1871,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.129492950931586,FALSE,TRUE,"x"
"1872",1872,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,0,0.367534868432835,FALSE,FALSE,"m"
"1873",1873,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,0,0.197471852555278,FALSE,TRUE,"x"
"1874",1874,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.273215700762132,FALSE,TRUE,"m"
"1875",1875,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,0,0.2585762831214,FALSE,TRUE,"x"
"1876",1876,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.281372456576555,FALSE,FALSE,"m"
"1877",1877,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,0,0.197507471576302,FALSE,FALSE,"m"
"1878",1878,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.168709493078657,FALSE,FALSE,"m"
"1879",1879,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.357864304224906,FALSE,FALSE,"m"
"1880",1880,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.233233349663052,FALSE,TRUE,"x"
"1881",1881,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,0,0.143491226193892,FALSE,TRUE,"x"
"1882",1882,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.404489602744902,FALSE,FALSE,"m"
"1883",1883,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.298540824709968,FALSE,FALSE,"m"
"1884",1884,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,0,0.237703536801524,FALSE,TRUE,"x"
"1885",1885,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.255067809550567,FALSE,FALSE,"m"
"1886",1886,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.117703054972748,FALSE,TRUE,"x"
"1887",1887,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.366484107312636,FALSE,FALSE,"m"
"1888",1888,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.151647982008315,FALSE,TRUE,"x"
"1889",1889,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,0,0.222601071887484,FALSE,TRUE,"x"
"1890",1890,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.306198914230059,FALSE,TRUE,"m"
"1891",1891,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.394142277137523,FALSE,FALSE,"m"
"1892",1892,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.179769199106509,FALSE,TRUE,"x"
"1893",1893,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.427873490046947,FALSE,FALSE,"m"
"1894",1894,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.289903212111726,FALSE,FALSE,"m"
"1895",1895,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.453091756931712,FALSE,TRUE,"x"
"1896",1896,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,0,0.256581617944074,FALSE,FALSE,"m"
"1897",1897,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.373607911517372,FALSE,FALSE,"m"
"1898",1898,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.302886345274857,FALSE,FALSE,"m"
"1899",1899,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.445255572306503,FALSE,FALSE,"m"
"1900",1900,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.427713204452341,FALSE,TRUE,"m"
"1901",1901,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.223081928671303,FALSE,FALSE,"m"
"1902",1902,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.223260023776422,FALSE,FALSE,"m"
"1903",1903,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.103508875094812,FALSE,TRUE,"x"
"1904",1904,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.329369087405962,FALSE,FALSE,"m"
"1905",1905,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,1,0.268709894602636,FALSE,FALSE,"m"
"1906",1906,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",12,0,0.256456951370491,FALSE,TRUE,"x"
"1907",1907,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.192271475485821,FALSE,TRUE,"m"
"1908",1908,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.341479554554013,FALSE,FALSE,"m"
"1909",1909,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.390384470419525,FALSE,FALSE,"m"
"1910",1910,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",6,1,0.215370410619677,FALSE,TRUE,"x"
"1911",1911,"41f7b0f8",44,"R","Male","Phone absent","1st","between 1 and 3 hours","1-2","Normal (unperceivable condition)","2021-08-12_11h58.58.745",18,1,0.426858347947772,FALSE,FALSE,"m"
"1912",1912,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",NA,1,NA,NA,NA,""
"1913",1913,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.399645415885682,FALSE,TRUE,"m"
"1914",1914,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",12,0,0.319146428372166,FALSE,TRUE,"x"
"1915",1915,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",12,0,0.535888171301255,FALSE,FALSE,"m"
"1916",1916,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.251470288427176,FALSE,FALSE,"m"
"1917",1917,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.355299734711201,FALSE,FALSE,"m"
"1918",1918,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",12,0,0.402494937567576,FALSE,TRUE,"m"
"1919",1919,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",18,1,0.410331122192785,FALSE,TRUE,"m"
"1920",1920,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",18,1,0,TRUE,FALSE,""
"1921",1921,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.200891278573551,FALSE,FALSE,"m"
"1922",1922,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",18,1,0.467321555830672,FALSE,FALSE,"m"
"1923",1923,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.245593149958269,FALSE,FALSE,"m"
"1924",1924,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",12,1,0.111665630909235,FALSE,TRUE,"x"
"1925",1925,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.12110467148051,FALSE,TRUE,"x"
"1926",1926,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",18,1,0.595550031515917,FALSE,TRUE,"x"
"1927",1927,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.266252182152003,FALSE,FALSE,"m"
"1928",1928,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",18,1,0.630278577014005,FALSE,FALSE,"m"
"1929",1929,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",12,0,0.227427449236192,FALSE,TRUE,"x"
"1930",1930,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,1,0.209796033829471,FALSE,TRUE,"x"
"1931",1931,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",12,1,0.313625480113496,FALSE,FALSE,"m"
"1932",1932,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,0,0.269457894044134,FALSE,FALSE,"m"
"1933",1933,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",12,1,0.268389323413423,FALSE,TRUE,"x"
"1934",1934,"8f65ae30",32,"R","Male","Phone absent","2nd","more than 3 hours",">3","Normal (unperceivable condition)","2021-08-12_12h05.45.753",6,0,0.097061832289526,FALSE,TRUE,"x"
